clas_gt,emg0,emg1,emg2,emg3,emg4,emg5,emg6,emg7,joint_angles0,joint_angles1,joint_angles2,joint_angles3,joint_angles4,joint_angles5,joint_angles6,joint_angles7,joint_angles8,joint_angles9,joint_angles10,joint_angles11,joint_angles12,joint_angles13,joint_angles14
2,178,292,293,175,78,41,50,89,0.736687839,0.136785537,0.4360038936,0.326331228,0.407425493,0.4252564609,0.4457743168,0.3925256431,0.4868099689,0.4958475828,0.3844650686,0.5334635973,0.3441621959,0.361748904,0.4821690321
2,164,375,261,233,159,64,54,60,0.736687839,0.1282364428,0.4360038936,0.3343918025,0.407425493,0.4252564609,0.4457743168,0.4013189971,0.4965803623,0.4958475828,0.394235462,0.5334635973,0.3441621959,0.3700537384,0.4899853468
2,205,428,241,293,183,71,101,66,0.7445041537,0.1201758683,0.4079140127,0.3343918025,0.416218847,0.4252564609,0.45578897,0.4091353118,0.5236932039,0.5039081573,0.4027845562,0.542745471,0.3619931638,0.3786028326,0.5083048344
2,262,517,255,477,230,66,76,89,0.7445041537,0.1038104519,0.3756717145,0.3343918025,0.4435759783,0.4174401462,0.4775280952,0.3996091783,0.5520273447,0.5420126915,0.4027845562,0.5615534782,0.4010747373,0.3786028326,0.5332193375
2,309,457,271,597,335,105,70,107,0.7445041537,0.1038104519,0.3593063056,0.3343918025,0.461651206,0.4093795717,0.5080605745,0.3915486038,0.5676599741,0.5620419979,0.3947239816,0.5718123913,0.4306301773,0.3786028326,0.5410356522
2,273,456,258,592,355,138,78,121,0.7361993194,0.0957498774,0.3593063056,0.3343918025,0.4699560404,0.4093795717,0.5192965269,0.3915486038,0.5676599741,0.5779188871,0.3947239816,0.5818270445,0.4411333799,0.3786028326,0.5410356522
2,244,546,261,556,288,101,68,108,0.7361993194,0.0957498774,0.3593063056,0.3343918025,0.4794821739,0.4010747373,0.5283341408,0.3915486038,0.5759648085,0.5864679813,0.3947239816,0.5818270445,0.4496824741,0.3786028326,0.5493404865
2,198,438,260,496,251,84,71,77,0.7361993194,0.0957498774,0.3593063056,0.3343918025,0.4872984886,0.4010747373,0.5361504555,0.3832437694,0.5759648085,0.5945285559,0.3947239816,0.5896433592,0.4496824741,0.370542258,0.5493404865
2,229,404,221,564,205,68,74,88,0.7361993194,0.0957498774,0.3593063056,0.3343918025,0.4872984886,0.4010747373,0.5361504555,0.3832437694,0.5759648085,0.5945285559,0.3947239816,0.5896433592,0.4496824741,0.370542258,0.5493404865
2,221,475,231,574,248,83,81,88,0.7274059653,0.0957498774,0.3593063056,0.3343918025,0.4872984886,0.4010747373,0.5361504555,0.3832437694,0.5759648085,0.5945285559,0.3947239816,0.5896433592,0.4577430487,0.370542258,0.5493404865
2,221,439,274,566,253,85,103,86,0.7274059653,0.0957498774,0.3593063056,0.3343918025,0.4951148033,0.3932584226,0.5361504555,0.3832437694,0.5842696428,0.5945285559,0.3947239816,0.5896433592,0.4577430487,0.370542258,0.5493404865
